_id,actorLink,actorName,actors,characterImageFull,characterImageThumb,characterLink,characterName,guardedBy,houseName,killed,killedBy,kingsguard,marriedEngaged,nickname,parentOf,parents,royal,servedBy,serves,siblings
61997c2bdee7e981f7970f63,/name/nm0915453/,Tony Way,,https://images-na.ssl-images-amazon.com/images/M/MV5BNzUzYzg5NGUtOWE5Zi00Y2MwLTg2YzQtMDZlOWE1NDZjZmFkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzUzYzg5NGUtOWE5Zi00Y2MwLTg2YzQtMDZlOWE1NDZjZmFkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0305031/,Dontos Hollard,,,,"[""Petyr Baelish""]",,,,,,,,,
61997c2bdee7e981f7970f64,/name/nm0796502/,Alexander Siddig,,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWU5NzJkNWMtYTM4MS00YmE2LWExYmItNDNiOTE3YzI5YzAxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SY1000_CR0,0,913,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BZWU5NzJkNWMtYTM4MS00YmE2LWExYmItNDNiOTE3YzI5YzAxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg,/character/ch0468006/,Doran Martell,,Martell,,"[""Ellaria Sand""]",,,,"[""Trystane Martell""]",,,,,"[""Elia Martell"",""Oberyn Martell""]"
61997c2bdee7e981f7970f65,/name/nm1861467/,Roxanne McKee,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNWJmNzYtZjFhYy00NmI5LWFkOWUtOWQ0ZjUzZDYwYjM1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNWJmNzYtZjFhYy00NmI5LWFkOWUtOWQ0ZjUzZDYwYjM1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0248504/,Doreah,,,"[""Irri""]","[""Daenerys Targaryen""]",,,,,,,,,
61997c2bdee7e981f7970f66,/name/nm6088160/,Diogo Sales,,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2Mzk1MzczMl5BMl5BanBnXkFtZTgwNDQyODAxODE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2Mzk1MzczMl5BMl5BanBnXkFtZTgwNDQyODAxODE@._V1._SX100_SY140_.jpg,/character/ch0542918/,Dothraki Bloodrider #1,,,,"[""Daenerys Targaryen""]",,,,,,,,,
61997c2bdee7e981f7970f67,/name/nm2999602/,Junade Khan,,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2Mzk1MzczMl5BMl5BanBnXkFtZTgwNDQyODAxODE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2Mzk1MzczMl5BMl5BanBnXkFtZTgwNDQyODAxODE@._V1._SX100_SY140_.jpg,/character/ch0542918/,Dothraki Bloodrider #2,,,,"[""Daenerys Targaryen""]",,,,,,,,,
61997c2bdee7e981f7970f68,/name/nm2231505/,David Coakley,,,,/character/ch0305030/,Drennan,,,,"[""Osha""]",,,,,,,,,
61997c2bdee7e981f7970f69,,,,,,,Drogon,,Targaryen,"[""Pyat Pree"",""Kraznys mo Nakloz"",""Zalla""]",,,,,,,,,,"[""Rhaegal"",""Viserion""]"
61997c2bdee7e981f7970f6a,/name/nm0752638/,Jonathan Ryan,,https://images-na.ssl-images-amazon.com/images/M/MV5BOGEwMjRhYzgtYjY1YS00MjhlLTllYjYtNWQzOGQxOTE3ZDczXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOGEwMjRhYzgtYjY1YS00MjhlLTllYjYtNWQzOGQxOTE3ZDczXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0411375/,Drowned Priest,,,,,,,,,,,,,
61997c2bdee7e981f7970f6b,/name/nm0000293/,Sean Bean,,"https://images-na.ssl-images-amazon.com/images/M/MV5BODcwMjg0MDQ5MF5BMl5BanBnXkFtZTcwMTk2NDk4OQ@@._V1_SY1000_CR0,0,827,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BODcwMjg0MDQ5MF5BMl5BanBnXkFtZTcwMTk2NDk4OQ@@._V1._SX100_SY140_.jpg,/character/ch0154681/,Eddard Stark,"[""Jon Arryn""]",Stark,"[""Arthur Dayne"",""Will"",""Lady"",""Gerold Hightower""]","[""Ilyn Payne""]",,"[""Catelyn Stark""]",Ned,"[""Robb Stark"",""Sansa Stark"",""Arya Stark"",""Bran Stark"",""Rickon Stark""]","[""Rickard Stark""]",,,,"[""Brandon Stark"",""Benjen Stark"",""Lyanna Stark""]"
61997c2bdee7e981f7970f6c,/name/nm0174005/,Ben Crompton,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MjQ4ODAwNV5BMl5BanBnXkFtZTcwMTc5NDk4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MjQ4ODAwNV5BMl5BanBnXkFtZTcwMTc5NDk4OQ@@._V1._SX100_SY140_.jpg,/character/ch0305008/,Eddison Tollett,,,,"[""Wight""]",,,,,,,,,
61997c2bdee7e981f7970f6d,/name/nm0580014/,Tobias Menzies,,https://images-na.ssl-images-amazon.com/images/M/MV5BYjEzNThlMmQtMDgzYi00MTQ5LTllMzQtNDZjY2JiMTVhNmNkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYjEzNThlMmQtMDgzYi00MTQ5LTllMzQtNDZjY2JiMTVhNmNkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0316931/,Edmure Tully,,Tully,,,,"[""Roslin Frey""]",,,,,,,"[""Catelyn Stark"",""Lysa Arryn""]"
61997c2bdee7e981f7970f6e,/name/nm0890055/,Indira Varma,,https://images-na.ssl-images-amazon.com/images/M/MV5BNWQ0ZDE5NDUtNDVmZi00ZTI5LTkyOTgtNDhiNjMwZjY3ZjgwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNWQ0ZDE5NDUtNDVmZi00ZTI5LTkyOTgtNDhiNjMwZjY3ZjgwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0309687/,Ellaria Sand,,Martell,"[""Myrcella Baratheon"",""Doran Martell""]",,,"[""Oberyn Martell""]",,"[""Tyene Sand""]",,,,,
61997c2bdee7e981f7970f6f,,,,,,,Elia Martell,,Martell,,"[""Gregor Clegane""]",,"[""Rhaegar Targaryen""]",,"[""Rhaenys Targaryen"",""Aegon Targaryen""]",,true,,,"[""Doran Martell"",""Oberyn Martell""]"
61997c2bdee7e981f7970f70,/name/nm4473207/,Barrington Cullen,,,,/character/ch0305321/,Eon Hunter,,,,,,,,,,,,,
61997c2bdee7e981f7970f71,/name/nm1561982/,Pilou Asbæk,,https://images-na.ssl-images-amazon.com/images/M/MV5BNzg1MTJhMjMtMmY4Yy00NTU2LTliZWUtNjM4YzAxY2M3ZDBkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzg1MTJhMjMtMmY4Yy00NTU2LTliZWUtNjM4YzAxY2M3ZDBkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0518715/,Euron Greyjoy,,Greyjoy,"[""Balon Greyjoy"",""Obara Sand"",""Nymeria Sand"",""Rhaegal""]","[""Jaime Lannister""]",,,,,,,,,"[""Balon Greyjoy"",""Aeron Greyjoy""]"
61997c2bdee7e981f7970f72,/name/nm2406775/,Cedric Henderson,,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4ODYxODI0MF5BMl5BanBnXkFtZTgwMDk4NDY0NTE@._V1_SY1000_CR0,0,665,1000_AL_.jpg","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4ODYxODI0MF5BMl5BanBnXkFtZTgwMDk4NDY0NTE@._V1_UX214_CR0,0,214,317_AL_.jpg",/character/ch0259179/,Faceless Man,,,,,,,,,,,,,
61997c2bdee7e981f7970f73,/name/nm0050520/,Peter Ballance,,,,/character/ch0305027/,Farlen,,,,,,,,,,,,,
61997c2bdee7e981f7970f74,/name/nm0443825/,Dermot Keaney,,https://images-na.ssl-images-amazon.com/images/M/MV5BNGYxZjljZTctZjIxYy00YmUwLTk3MDgtZWIyZjhkNDgwYTZiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNGYxZjljZTctZjIxYy00YmUwLTk3MDgtZWIyZjhkNDgwYTZiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0171395/,Gared,,,,"[""White Walker""]",,,,,,,,,
61997c2bdee7e981f7970f75,/name/nm2307468/,Ricky Champ,,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzIwZmJkNDktZWMwMC00ZGNlLWJkNWYtN2ZmOWEzNDFiNWMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX1777_CR0,0,1777,999_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BNzIwZmJkNDktZWMwMC00ZGNlLWJkNWYtN2ZmOWEzNDFiNWMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0523969/,Gatins,,,,"[""Sandor Clegane""]",,,,,,,,,
61997c2bdee7e981f7970f76,/name/nm1478079/,Joe Dempsie,,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNzYwMTk4MV5BMl5BanBnXkFtZTcwNDg1ODg4OQ@@._V1_SY1000_CR0,0,846,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNzYwMTk4MV5BMl5BanBnXkFtZTcwNDg1ODg4OQ@@._V1._SX100_SY140_.jpg,/character/ch0300040/,Gendry,,Baratheon,"[""Kevin Eldon"",""Laurence Spellman""]",,,,,,"[""Robert Baratheon""]",,,,
61997c2bdee7e981f7970f77,/name/nm6793798/,Eddie Eyre,,https://images-na.ssl-images-amazon.com/images/M/MV5BODc3OTIzYmEtYjk2Yy00NTgwLTk4OWMtMjlmMmJmNDE5OGU2XkEyXkFqcGdeQXVyNjU5MTM2ODI@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODc3OTIzYmEtYjk2Yy00NTgwLTk4OWMtMjlmMmJmNDE5OGU2XkEyXkFqcGdeQXVyNjU5MTM2ODI@._V1._SX100_SY140_.jpg,/character/ch0540530/,Gerold Hightower,,,,"[""Eddard Stark""]",,,,,,,,,
61997c2bdee7e981f7970f78,,,,,,,Ghost,,Stark,"[""Rast""]",,,,,,,,,,"[""Grey Wind"",""Lady"",""Nymeria"",""Summer"",""Shaggydog""]"
61997c2bdee7e981f7970f79,/name/nm2356940/,Hannah Murray,,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzOTQxMTA3MF5BMl5BanBnXkFtZTcwODM5NDk4OQ@@._V1_SY1000_CR0,0,760,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzOTQxMTA3MF5BMl5BanBnXkFtZTcwODM5NDk4OQ@@._V1._SX100_SY140_.jpg,/character/ch0306819/,Gilly,,,,,,"[""Samwell Tarly""]",,"[""Baby Sam""]","[""Craster""]",,,,
61997c2bdee7e981f7970f7a,/name/nm3354768/,Alan Paris,,,,/character/ch0305037/,Goldcloak,,,,,,,,,,,,,
61997c2bdee7e981f7970f7b,/name/nm0130538/,Sam Callis,,,,/character/ch0305037/,Goldcloak,,,,,,,,,,,,,
61997c2bdee7e981f7970f7c,/name/nm2089809/,Nikovich Sammut,,,,/character/ch0305037/,Goldcloak #1,,,,,,,,,,,,,
61997c2bdee7e981f7970f7d,/name/nm4440118/,Seamus Kelly,,,,/character/ch0305037/,Goldcloak #2,,,,,,,,,,,,,
61997c2bdee7e981f7970f7e,/name/nm0002103/,Julian Glover,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNDA4MzQ3MF5BMl5BanBnXkFtZTcwNTM3ODg4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNDA4MzQ3MF5BMl5BanBnXkFtZTcwNTM3ODg4OQ@@._V1._SX100_SY140_.jpg,/character/ch0232836/,Grand Maester Pycelle,,,,"[""Little Birds""]",,,,,,,,,
61997c2bdee7e981f7970f7f,,,"[{""actorName"":""Emilio Doorgasingh"",""actorLink"":""/name/nm0233266/"",""seasonsActive"":[4]},{""actorName"":""Gianpiero Cognoli"",""actorLink"":""/name/nm2483357/"",""seasonsActive"":[5]}]",,,/character/ch0525536/,Great Master #1,,,,"[""Rebel Slaves"",""Viserion"",""Rhaegal""]",,,,,,,,,
61997c2bdee7e981f7970f80,,,"[{""actorName"":""Derek Horsham"",""actorLink"":""/name/nm2471942/"",""seasonsActive"":[4]},{""actorName"":""Bobby Asghar"",""actorLink"":""/name/nm6800489/"",""seasonsActive"":[5]}]",,,/character/ch0525536/,Great Master #2,,,,,,,,,,,,,
61997c2bdee7e981f7970f81,/name/nm0798872/,Peter Silverleaf,,,,/character/ch0525536/,Great Master #3,,,,,,,,,,,,,
61997c2bdee7e981f7970f82,/name/nm7318132/,Davor Jozinovic,,,,/character/ch0525536/,Great Master #4,,,,,,,,,,,,,
61997c2bdee7e981f7970f83,/name/nm3005802/,Ivan Peric,,,,/character/ch0525536/,Great Master #5,,,,,,,,,,,,,
61997c2bdee7e981f7970f84,/name/nm7318134/,Hadi Kermani,,,,/character/ch0525536/,Great Master #6,,,,,,,,,,,,,
61997c2bdee7e981f7970f85,/name/nm7318135/,Tonci Banov,,,,/character/ch0525536/,Great Master #7,,,,,,,,,,,,,
61997c2bdee7e981f7970f86,/name/nm0544139/,Clive Mantle,,https://images-na.ssl-images-amazon.com/images/M/MV5BN2VjMTM4OTItMDUxMi00N2NiLThhMWMtNGNhMDQ4OGJhOWU0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BN2VjMTM4OTItMDUxMi00N2NiLThhMWMtNGNhMDQ4OGJhOWU0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0305010/,Greatjon Umber,,,,,,,,"[""Smalljon Umber""]",,,,,
61997c2bdee7e981f7970f87,,,"[{""actorName"":""Ian Whyte"",""actorLink"":""/name/nm1613839/"",""seasonsActive"":[2]},{""actorName"":""Conan Stevens"",""actorLink"":""/name/nm1947403/"",""seasonsActive"":[1]},{""actorName"":""Hafþór Júlíus Björnsson"",""actorLink"":""/name/nm5491087/"",""seasonsActive"":[4,5,6,7,8]}]",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3OTg2MTM2MF5BMl5BanBnXkFtZTcwNDk1NzE5OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3OTg2MTM2MF5BMl5BanBnXkFtZTcwNDk1NzE5OQ@@._V1._SX100_SY140_.jpg,/character/ch0245401/,Gregor Clegane,,,"[""Elia Martell"",""Rhaenys Targaryen"",""Aegon Targaryen"",""Hugh of the Vale"",""Oberyn Martell"",""King's Landing Boaster"",""Faith Militant"",""Missandei"",""Qyburn""]","[""Sandor Clegane""]",,,The Mountain,,,,,"[""Tywin Lannister"",""Cersei Lannister""]",
61997c2bdee7e981f7970f88,/name/nm0057965/,Cliff Barry,,https://images-na.ssl-images-amazon.com/images/M/MV5BMmYwNjBkZDItZmQyNi00MjhiLWFhMjYtNzk3YWJmMzJhZTFkXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_SY1000_SX1500_AL_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmYwNjBkZDItZmQyNi00MjhiLWFhMjYtNzk3YWJmMzJhZTFkXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,/character/ch0396531/,Greizhen mo Ullhor,,,,"[""Unsullied""]",,,,,,,,,
61997c2bdee7e981f7970f89,/name/nm4440305/,Mark Stanley,,https://images-na.ssl-images-amazon.com/images/M/MV5BMzkzOTI0NjM3MV5BMl5BanBnXkFtZTcwMTY3ODg4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzkzOTI0NjM3MV5BMl5BanBnXkFtZTcwMTY3ODg4OQ@@._V1._SX100_SY140_.jpg,/character/ch0251496/,Grenn,,,"[""Mag the Mighty""]","[""Mag the Mighty""]",,,,,,,,,
61997c2bdee7e981f7970f8a,,,,,,,Grey Wind,,Stark,"[""Rennick""]","[""Frey Crossbowmen""]",,,,,,,,,"[""Lady"",""Nymeria"",""Summer"",""Shaggydog"",""Ghost""]"
61997c2bdee7e981f7970f8b,/name/nm2760664/,Jacob Anderson,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3ZDJlNTQtZDBiMC00ODVhLTlmYmYtYzkxMDA0N2QxNDY0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjk3ZDJlNTQtZDBiMC00ODVhLTlmYmYtYzkxMDA0N2QxNDY0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0335038/,Grey Worm,,,"[""Belicho Paenymion"",""Razdal mo Eraz"",""Harry Strickland""]",,,,,,,,,"[""Daenerys Targaryen""]",
61997c2bdee7e981f7970f8c,/name/nm0234541/,Roy Dotrice,,https://images-na.ssl-images-amazon.com/images/M/MV5BMDg4YzNjMzMtYzk4OS00NTEwLWE1NWItYjMyODViNTQ4YmUxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDg4YzNjMzMtYzk4OS00NTEwLWE1NWItYjMyODViNTQ4YmUxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0259178/,Hallyne,,,,,,,,,,,,,
61997c2bdee7e981f7970f8d,/name/nm6301068/,Sabrina Bartlett,,https://images-na.ssl-images-amazon.com/images/M/MV5BMGUwMjczOGQtZjRmOC00NmIyLWE1YmMtZmE2OGEzNzY2Mjg4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMGUwMjczOGQtZjRmOC00NmIyLWE1YmMtZmE2OGEzNzY2Mjg4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0537855/,Handmaid,,,,,,,,,,,,,
61997c2bdee7e981f7970f8e,/name/nm2407387/,Sara Dylan,,https://images-na.ssl-images-amazon.com/images/M/MV5BMGUwMjczOGQtZjRmOC00NmIyLWE1YmMtZmE2OGEzNzY2Mjg4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMGUwMjczOGQtZjRmOC00NmIyLWE1YmMtZmE2OGEzNzY2Mjg4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0537855/,Handmaid,,,,,,,,,,,,,
61997c2bdee7e981f7970f8f,/name/nm1051151/,Paul Rattray,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTE4OTIwNWQtZjNkOC00MzhhLThhYzQtMmU1OTFiZGU3YzMzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTE4OTIwNWQtZjNkOC00MzhhLThhYzQtMmU1OTFiZGU3YzMzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0542917/,Harald Karstark,,,,,,,,"[""Alys Karstark""]","[""Rickard Karstark""]",,,,
61997c2bdee7e981f7970f90,/name/nm4704928/,Marc Rissmann,,https://images-na.ssl-images-amazon.com/images/M/MV5BZGVkZjRkMzUtMzgzYy00YzcyLThhZmMtNDMxMGNmNGRmNWQyXkEyXkFqcGdeQXVyNDgzNTg0OTA@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZGVkZjRkMzUtMzgzYy00YzcyLThhZmMtNDMxMGNmNGRmNWQyXkEyXkFqcGdeQXVyNDgzNTg0OTA@._V1._SX100_SY140_.jpg,,Harry Strickland,,,,"[""Grey Worm""]",,,,,,,,,
61997c2bdee7e981f7970f91,/name/nm0267256/,Souad Faress,,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MzQxOTMwM15BMl5BanBnXkFtZTgwMzkwMzg4ODE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MzQxOTMwM15BMl5BanBnXkFtZTgwMzkwMzg4ODE@._V1._SX100_SY140_.jpg,/character/ch0539898/,High Priestess,,,,,,,,,,,,,
61997c2bdee7e981f7970f92,/name/nm0894857/,David Verrey,,,,/character/ch0508056/,High Septon,,,,"[""Kings Landing Rioters""]",,,,,,,,,
61997c2bdee7e981f7970f93,/name/nm0072855/,Paul Bentley,,https://images-na.ssl-images-amazon.com/images/M/MV5BNDYyYTc3OTgtMmE1Mi00NDVmLWIyNjYtOTIwNDAyYmVmN2E5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDYyYTc3OTgtMmE1Mi00NDVmLWIyNjYtOTIwNDAyYmVmN2E5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0508056/,High Septon,,,,,,,,,,,,,
61997c2bdee7e981f7970f94,/name/nm0000596/,Jonathan Pryce,,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyOTk0MjExMF5BMl5BanBnXkFtZTgwODk5Njk5NzE@._V1_SY1000_CR0,0,1504,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyOTk0MjExMF5BMl5BanBnXkFtZTgwODk5Njk5NzE@._V1._SX100_SY140_.jpg,/character/ch0476559/,High Sparrow,,,,"[""Cersei Lannister""]",,,,,,,,,
61997c2bdee7e981f7970f95,/name/nm2181128/,Joel Fry,,https://images-na.ssl-images-amazon.com/images/M/MV5BNWQ4YjdmZjItYmExNi00YmNlLWJjZmYtNWEwMmEzNGFjYmFjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNWQ4YjdmZjItYmExNi00YmNlLWJjZmYtNWEwMmEzNGFjYmFjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0414458/,Hizdahr zo Loraq,,,,"[""Sons of the Harpy""]",,,,,,,,,
61997c2bdee7e981f7970f96,/name/nm3964231/,Kristian Nairn,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMzU4MDEyNF5BMl5BanBnXkFtZTcwNDM2ODg4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMzU4MDEyNF5BMl5BanBnXkFtZTcwNDM2ODg4OQ@@._V1._SX100_SY140_.jpg,/character/ch0238584/,Hodor,,,"[""Locke""]","[""Wights""]",,,,,,,,,
61997c2bdee7e981f7970f97,/name/nm0628040/,Christopher Newman,,https://images-na.ssl-images-amazon.com/images/M/MV5BNTY3YzMzOWUtNzNjYi00ODYzLThjNjUtNzc4NzFlNmE2NjgyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTY3YzMzOWUtNzNjYi00ODYzLThjNjUtNzc4NzFlNmE2NjgyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0540082/,Hoster Tully,,Tully,,,,,,,,,,,
61997c2bdee7e981f7970f98,/name/nm3444954/,Ben Hawkey,,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQyNTI4NDg4M15BMl5BanBnXkFtZTcwNDk4NDk4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQyNTI4NDg4M15BMl5BanBnXkFtZTcwNDk4NDk4OQ@@._V1._SX100_SY140_.jpg,/character/ch0273432/,Hot Pie,,,,,,,,,,,,,
61997c2bdee7e981f7970f99,/name/nm4547262/,Leo Woodruff,,https://images-na.ssl-images-amazon.com/images/M/MV5BOTdkNjRkMTAtZGMwOS00OTA4LWE5NzktNDIyOTNiOTM0ZjkxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTdkNjRkMTAtZGMwOS00OTA4LWE5NzktNDIyOTNiOTM0ZjkxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0543132/,Howland Reed,,,"[""Arthur Dayne""]",,,,,"[""Jojen Reed"",""Meera Reed""]",,,,,
61997c2bdee7e981f7970f9a,/name/nm2131630/,Jefferson Hall,,https://images-na.ssl-images-amazon.com/images/M/MV5BODRhNGQwNDgtNDEwNS00MWRlLWJmZTQtMTJlNjNmZTI1ZDk5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODRhNGQwNDgtNDEwNS00MWRlLWJmZTQtMTJlNjNmZTI1ZDk5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0305026/,Hugh of the Vale,,,,"[""Gregor Clegane""]",,,,,,,,,
61997c2bdee7e981f7970f9b,/name/nm0019885/,Roger Allam,,https://images-na.ssl-images-amazon.com/images/M/MV5BMzM1OWY0ZmUtNWM5Ny00NzgzLWFhMmUtOWY1Njc3NmNkZmM1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzM1OWY0ZmUtNWM5Ny00NzgzLWFhMmUtOWY1Njc3NmNkZmM1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0172909/,Illyrio Mopatis,,,,,,,,,,,,,
61997c2bdee7e981f7970f9c,/name/nm3330122/,Wilko Johnson,,https://images-na.ssl-images-amazon.com/images/M/MV5BOGY5ZGE1OGUtODYwNS00OTVlLWE1MWItMzI5NDBmYWIwZTI4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOGY5ZGE1OGUtODYwNS00OTVlLWE1MWItMzI5NDBmYWIwZTI4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,/character/ch0246254/,Ilyn Payne,,,"[""Eddard Stark""]",,,,,,,,,,
